Insertion_age	Family	Specie
1.02	RLX	O. barthii
1.14	RLX	O. barthii
1.48	RLX	O. barthii
0.65	RLX	O. barthii
2.07	RLX	O. barthii
1.82	RLX	O. barthii
2.28	RLX	O. barthii
0.94	RLX	O. barthii
1.46	RLX	O. barthii
0.94	RLX	O. barthii
2.16	RLX	O. barthii
1.17	RLX	O. barthii
2.06	RLX	O. barthii
1.86	RLX	O. barthii
2.06	RLX	O. barthii
0.43	RLX	O. barthii
0.05	RLX	O. barthii
1.46	RLX	O. barthii
2	RLX	O. barthii
1.61	RLX	O. barthii
1.45	RLX	O. barthii
1.19	RLX	O. barthii
1.69	RLX	O. barthii
1.22	RLX	O. barthii
2.26	RLX	O. barthii
2.1	RLX	O. barthii
1.14	RLX	O. barthii
2.21	RLX	O. barthii
1.7	RLX	O. barthii
3.4	RLX	O. barthii
1.24	RLX	O. barthii
1.97	RLX	O. barthii
2.45	RLX	O. barthii
3.21	RLX	O. barthii
3.54	RLX	O. barthii
2.08	RLX	O. barthii
2.22	RLX	O. barthii
0.91	RLX	O. barthii
2.56	RLX	O. barthii
3.1	RLX	O. barthii
2.01	RLX	O. barthii
1.76	RLX	O. barthii
2.57	RLX	O. barthii
2.52	RLX	O. barthii
1.18	RLX	O. barthii
3.39	RLX	O. barthii
3.87	RLX	O. barthii
3.91	RLX	O. barthii
0.75	RLX	O. barthii
2.62	RLX	O. barthii
3.66	RLX	O. barthii
3.18	RLX	O. barthii
3.38	RLX	O. barthii
1.23	RLX	O. barthii
2.81	RLX	O. barthii
1.23	RLX	O. barthii
1.87	RLX	O. barthii
1.58	RLX	O. barthii
1.43	RLX	O. barthii
3.25	RLX	O. barthii
2.65	RLX	O. brachyantha
2.66	RLX	O. brachyantha
2.73	RLX	O. brachyantha
2.18	RLX	O. brachyantha
2.27	RLX	O. brachyantha
2.44	RLX	O. brachyantha
2.67	RLX	O. brachyantha
2.66	RLX	O. brachyantha
2.44	RLX	O. brachyantha
2.6	RLX	O. brachyantha
3.15	RLX	O. brachyantha
3.6	RLX	O. brachyantha
3.54	RLX	O. brachyantha
2.5	RLX	O. brachyantha
3.11	RLX	O. brachyantha
1.5	RLX	O. brachyantha
2.81	RLX	O. brachyantha
3.07	RLX	O. brachyantha
3.59	RLX	O. brachyantha
2.31	RLX	O. brachyantha
2.45	RLX	O. brachyantha
2.72	RLX	O. brachyantha
1.83	RLX	O. brachyantha
0.37	RLX	O. brachyantha
1.64	RLX	O. brachyantha
1.53	RLX	O. brachyantha
1.21	RLX	O. brachyantha
1.53	RLX	O. brachyantha
3.15	RLX	O. brachyantha
1.24	RLX	O. brachyantha
1.82	RLX	O. brachyantha
3.43	RLX	O. brachyantha
1.11	RLX	O. brachyantha
3.47	RLX	O. brachyantha
2.54	RLX	O. brachyantha
1.16	RLX	O. brachyantha
3.68	RLX	O. brachyantha
3.26	RLX	O. brachyantha
3.47	RLX	O. brachyantha
2.75	RLX	O. brachyantha
2.63	RLX	O. brachyantha
1.71	RLX	O. brachyantha
2.43	RLX	O. brachyantha
1.18	RLX	O. brachyantha
2.88	RLX	O. brachyantha
3.09	RLX	O. brachyantha
2.48	RLX	O. brachyantha
2.05	RLX	O. brachyantha
2.16	RLX	O. brachyantha
2.25	RLX	O. brachyantha
3	RLX	O. brachyantha
2.76	RLX	O. brachyantha
2.3	RLX	O. brachyantha
2.17	RLX	O. brachyantha
1.34	RLX	O. brachyantha
2.12	RLX	O. brachyantha
2.7	RLX	O. brachyantha
3.2	RLX	O. brachyantha
2.12	RLX	O. brachyantha
3.34	RLX	O. brachyantha
3.55	RLX	O. brachyantha
2.86	RLX	O. brachyantha
2.35	RLX	O. brachyantha
1.08	RLX	O. glaberrima
1.89	RLX	O. glaberrima
1.41	RLX	O. glaberrima
1.03	RLX	O. glaberrima
2.34	RLX	O. glaberrima
1.59	RLX	O. glaberrima
1.42	RLX	O. glaberrima
0.39	RLX	O. glaberrima
1.11	RLX	O. glaberrima
1.86	RLX	O. glaberrima
0.9	RLX	O. glaberrima
1.93	RLX	O. glaberrima
1.48	RLX	O. glaberrima
1.98	RLX	O. glaberrima
1.17	RLX	O. glaberrima
1.07	RLX	O. glaberrima
1.01	RLX	O. glaberrima
2.38	RLX	O. glaberrima
1.31	RLX	O. glaberrima
1.65	RLX	O. glaberrima
1.41	RLX	O. glaberrima
2.63	RLX	O. glaberrima
1.73	RLX	O. glaberrima
1.21	RLX	O. glaberrima
1.64	RLX	O. glaberrima
2.33	RLX	O. glaberrima
1.14	RLX	O. glaberrima
0.92	RLX	O. glaberrima
2.45	RLX	O. glaberrima
1.82	RLX	O. glaberrima
1.82	RLX	O. glaberrima
1.98	RLX	O. glaberrima
0.31	RLX	O. glaberrima
1.58	RLX	O. glaberrima
2.17	RLX	O. glaberrima
1.19	RLX	O. glaberrima
1.22	RLX	O. glaberrima
0.99	RLX	O. glaberrima
3.06	RLX	O. glaberrima
0.29	RLX	O. glaberrima
0.5	RLX	O. glaberrima
0.79	RLX	O. glaberrima
0.99	RLX	O. glaberrima
1.47	RLX	O. glaberrima
1.57	RLX	O. glaberrima
1.48	RLX	O. glaberrima
1.17	RLX	O. glaberrima
1.6	RLX	O. glaberrima
2.27	RLX	O. glaberrima
2.78	RLX	O. glaberrima
1.53	RLX	O. glaberrima
1.87	RLX	O. glaberrima
3.29	RLX	O. glaberrima
2.18	RLX	O. glaberrima
2.4	RLX	O. glaberrima
1.95	RLX	O. glaberrima
1.01	RLX	O. glaberrima
1.01	RLX	O. glaberrima
2.06	RLX	O. glaberrima
1.58	RLX	O. glaberrima
1.31	RLX	O. glaberrima
1.73	RLX	O. glaberrima
1.49	RLX	O. glaberrima
1.58	RLX	O. glaberrima
1.29	RLX	O. glaberrima
0.59	RLX	O. glaberrima
1.12	RLX	O. glaberrima
1.82	RLX	O. glaberrima
0.59	RLX	O. glaberrima
1.39	RLX	O. glaberrima
1.39	RLX	O. glaberrima
1.7	RLX	O. glaberrima
2.94	RLX	O. glaberrima
1.39	RLX	O. glaberrima
1.12	RLX	O. glaberrima
2.59	RLX	O. glaberrima
1.92	RLX	O. glaberrima
1.73	RLX	O. glaberrima
2.88	RLX	O. glaberrima
2.98	RLX	O. glaberrima
2.63	RLX	O. glaberrima
1.57	RLX	O. glaberrima
2.24	RLX	O. glaberrima
2.56	RLX	O. glaberrima
1.61	RLX	O. glaberrima
1.7	RLX	O. glaberrima
1.82	RLX	O. glaberrima
2.22	RLX	O. glaberrima
1.65	RLX	O. glaberrima
2.3	RLX	O. glaberrima
3.36	RLX	O. glaberrima
1.29	RLX	O. glaberrima
1.83	RLX	O. glaberrima
1.03	RLX	O. glaberrima
1.66	RLX	O. glaberrima
3.11	RLX	O. glaberrima
1.25	RLX	O. glaberrima
1.17	RLX	O. glaberrima
1.39	RLX	O. glaberrima
1.59	RLX	O. glaberrima
2.54	RLX	O. glaberrima
2.54	RLX	O. glaberrima
0.54	RLX	O. glaberrima
0.54	RLX	O. glaberrima
1.3	RLX	O. glaberrima
1.3	RLX	O. glaberrima
2.58	RLX	O. glaberrima
3.13	RLX	O. glaberrima
2.45	RLX	O. glaberrima
2.31	RLX	O. glaberrima
1.7	RLX	O. glaberrima
2.81	RLX	O. glaberrima
1.15	RLX	O. glaberrima
2.31	RLX	O. glaberrima
2.19	RLX	O. glaberrima
2.19	RLX	O. glaberrima
1.17	RLX	O. glaberrima
1.9	RLX	O. glaberrima
1.77	RLX	O. glaberrima
1.66	RLX	O. glaberrima
1.42	RLX	O. glaberrima
1.09	RLX	O. glaberrima
0.8	RLX	O. glaberrima
1.07	RLX	O. glaberrima
1.45	RLX	O. glaberrima
1.22	RLX	O. glaberrima
1.2	RLX	O. glaberrima
1.75	RLX	O. glaberrima
1.6	RLX	O. glaberrima
1.05	RLX	O. glaberrima
1.83	RLX	O. glaberrima
2.7	RLX	O. glaberrima
1.46	RLX	O. glaberrima
1.35	RLX	O. glaberrima
0.65	RLX	O. glaberrima
1.64	RLX	O. glaberrima
2.03	RLX	O. glaberrima
1.42	RLX	O. glaberrima
2.6	RLX	O. glaberrima
1.91	RLX	O. glaberrima
1.58	RLX	O. glaberrima
1.03	RLX	O. glaberrima
1.67	RLX	O. glaberrima
1.55	RLX	O. glaberrima
2.29	RLX	O. glaberrima
1.41	RLX	O. glaberrima
0.75	RLX	O. glaberrima
2.24	RLX	O. glaberrima
2.91	RLX	O. glaberrima
2.48	RLX	O. glaberrima
1.59	RLX	O. glaberrima
2.5	RLX	O. glaberrima
1.31	RLX	O. glaberrima
1.44	RLX	O. glaberrima
1.44	RLX	O. glaberrima
1.01	RLX	O. glaberrima
2	RLX	O. glaberrima
1.92	RLX	O. glaberrima
1.47	RLX	O. glaberrima
2.29	RLX	O. glaberrima
1.44	RLX	O. glaberrima
1.33	RLX	O. glaberrima
1.28	RLX	O. glaberrima
0.85	RLX	O. glaberrima
1.17	RLX	O. glaberrima
0.76	RLX	O. glaberrima
1.3	RLX	O. glaberrima
1.39	RLX	O. glaberrima
1.71	RLX	O. glaberrima
1.35	RLX	O. glaberrima
1.81	RLX	O. glaberrima
1.76	RLX	O. glaberrima
2.42	RLX	O. glaberrima
1.64	RLX	O. glaberrima
0.52	RLX	O. glaberrima
2.58	RLX	O. glaberrima
2.21	RLX	O. glaberrima
1.78	RLX	O. glaberrima
2.2	RLX	O. glaberrima
1.84	RLX	O. glaberrima
1.64	RLX	O. glaberrima
2.1	RLX	O. glaberrima
1.28	RLX	O. glaberrima
0.86	RLX	O. glaberrima
0.8	RLX	O. glaberrima
1.44	RLX	O. glaberrima
1.66	RLX	O. glaberrima
2.18	RLX	O. glaberrima
1.24	RLX	O. glaberrima
1.13	RLX	O. glaberrima
2.95	RLX	O. glaberrima
1.38	RLX	O. glaberrima
2.06	RLX	O. glaberrima
0.75	RLX	O. glaberrima
1.52	RLX	O. glaberrima
1.76	RLX	O. glaberrima
1.05	RLX	O. glaberrima
1.05	RLX	O. glaberrima
1.56	RLX	O. glaberrima
1.64	RLX	O. glaberrima
1.42	RLX	O. glaberrima
1.41	RLX	O. glaberrima
1.44	RLX	O. glaberrima
2.11	RLX	O. glaberrima
0.94	RLX	O. glaberrima
2.1	RLX	O. glaberrima
1.05	RLX	O. glaberrima
1.28	RLX	O. glaberrima
0.81	RLX	O. glaberrima
1.49	RLX	O. glaberrima
0.67	RLX	O. glaberrima
1.45	RLX	O. glaberrima
1.45	RLX	O. glaberrima
2.14	RLX	O. glaberrima
1.65	RLX	O. glaberrima
1.57	RLX	O. glaberrima
1.71	RLX	O. glaberrima
2.16	RLX	O. glaberrima
0.83	RLX	O. glaberrima
0.98	RLX	O. glaberrima
0.99	RLX	O. glaberrima
1.39	RLX	O. glaberrima
1.56	RLX	O. glaberrima
1.63	RLX	O. glaberrima
1.86	RLX	O. glaberrima
2.26	RLX	O. glaberrima
1.03	RLX	O. glaberrima
1.16	RLX	O. glaberrima
1.03	RLX	O. glaberrima
0.59	RLX	O. glaberrima
1.41	RLX	O. glaberrima
1.37	RLX	O. glaberrima
0.81	RLX	O. glaberrima
1.41	RLX	O. glaberrima
2.22	RLX	O. glaberrima
0.28	RLX	O. glaberrima
1.02	RLX	O. glaberrima
2.46	RLX	O. glaberrima
1.19	RLX	O. glaberrima
1.17	RLX	O. glaberrima
1.78	RLX	O. glaberrima
1.08	RLX	O. glaberrima
1.19	RLX	O. glaberrima
0.61	RLX	O. glaberrima
1.61	RLX	O. glaberrima
1.2	RLX	O. glaberrima
0.81	RLX	O. glaberrima
1.32	RLX	O. glaberrima
0.73	RLX	O. glaberrima
1.69	RLX	O. glaberrima
1.22	RLX	O. glaberrima
1.84	RLX	O. glaberrima
2.3	RLX	O. glaberrima
2.11	RLX	O. glaberrima
1.38	RLX	O. glaberrima
1.16	RLX	O. glaberrima
2.1	RLX	O. glaberrima
1.89	RLX	O. glaberrima
1.24	RLX	O. glaberrima
1.62	RLX	O. glaberrima
0.44	RLX	O. glaberrima
1.3	RLX	O. glaberrima
1.49	RLX	O. glaberrima
1.82	RLX	O. glaberrima
1.78	RLX	O. glaberrima
3.1	RLX	O. glaberrima
0.52	RLX	O. glaberrima
3.59	RLX	O. glaberrima
3.08	RLX	O. glaberrima
2.4	RLX	O. glaberrima
2.45	RLX	O. glaberrima
1.34	RLX	O. glaberrima
0.88	RLX	O. glaberrima
2.91	RLX	O. glaberrima
3.1	RLX	O. glaberrima
1.83	RLX	O. glaberrima
2.57	RLX	O. glaberrima
1.9	RLX	O. glaberrima
2.07	RLX	O. glaberrima
2.36	RLX	O. glaberrima
1.36	RLX	O. glaberrima
1.97	RLX	O. glaberrima
2.95	RLX	O. glaberrima
0.44	RLX	O. glaberrima
2.63	RLX	O. glaberrima
2.63	RLX	O. glaberrima
1.73	RLX	O. glaberrima
3.42	RLX	O. glaberrima
3.4	RLX	O. glaberrima
2.88	RLX	O. glaberrima
3.93	RLX	O. glaberrima
1.34	RLX	O. glaberrima
2.26	RLX	O. glaberrima
1.28	RLX	O. glaberrima
1.77	RLX	O. glaberrima
3.65	RLX	O. glaberrima
3.25	RLX	O. glaberrima
2.16	RLX	O. glaberrima
1.87	RLX	O. glaberrima
3.14	RLX	O. glaberrima
2.84	RLX	O. glaberrima
1.39	RLX	O. glaberrima
1.56	RLX	O. glaberrima
3.5	RLX	O. glaberrima
1.61	RLX	O. glaberrima
2.09	RLX	O. glaberrima
1.06	RLX	O. glaberrima
2.21	RLX	O. glaberrima
1.84	RLX	O. glaberrima
1.76	RLX	O. glaberrima
1.4	RLX	O. glaberrima
2.28	RLX	O. glaberrima
2.07	RLX	O. glumaepatula
1.71	RLX	O. glumaepatula
2.58	RLX	O. glumaepatula
1.53	RLX	O. glumaepatula
3.54	RLX	O. glumaepatula
1.48	RLX	O. glumaepatula
2.48	RLX	O. glumaepatula
1.78	RLX	O. glumaepatula
2.04	RLX	O. glumaepatula
3.49	RLX	O. glumaepatula
1.21	RLX	O. glumaepatula
0.41	RLX	O. glumaepatula
1	RLX	O. glumaepatula
2.49	RLX	O. glumaepatula
1.35	RLX	O. glumaepatula
1.7	RLX	O. glumaepatula
2	RLX	O. glumaepatula
1.15	RLX	O. glumaepatula
1.85	RLX	O. glumaepatula
2.06	RLX	O. glumaepatula
1.04	RLX	O. glumaepatula
2.96	RLX	O. glumaepatula
2.04	RLX	O. glumaepatula
1.75	RLX	O. glumaepatula
1.34	RLX	O. glumaepatula
3.29	RLX	O. glumaepatula
1.63	RLX	O. glumaepatula
2.85	RLX	O. glumaepatula
0.8	RLX	O. glumaepatula
1.58	RLX	O. glumaepatula
1.03	RLX	O. glumaepatula
1.3	RLX	O. glumaepatula
1.2	RLX	O. glumaepatula
2.34	RLX	O. glumaepatula
1.46	RLX	O. glumaepatula
1.22	RLX	O. glumaepatula
0.92	RLX	O. glumaepatula
0.71	RLX	O. glumaepatula
1.63	RLX	O. glumaepatula
1.31	RLX	O. glumaepatula
3.07	RLX	O. glumaepatula
1.66	RLX	O. glumaepatula
3.35	RLX	O. glumaepatula
1.31	RLX	O. glumaepatula
1.3	RLX	O. glumaepatula
1.17	RLX	O. glumaepatula
2.34	RLX	O. glumaepatula
3.01	RLX	O. glumaepatula
2.89	RLX	O. glumaepatula
2.77	RLX	O. glumaepatula
1.54	RLX	O. glumaepatula
2.3	RLX	O. glumaepatula
2.64	RLX	O. glumaepatula
1.59	RLX	O. glumaepatula
1.65	RLX	O. glumaepatula
1.09	RLX	O. glumaepatula
1.03	RLX	O. glumaepatula
1.76	RLX	O. glumaepatula
1.85	RLX	O. glumaepatula
1.79	RLX	O. glumaepatula
1.95	RLX	O. glumaepatula
1.49	RLX	O. glumaepatula
1.8	RLX	O. glumaepatula
0.97	RLX	O. glumaepatula
1.74	RLX	O. glumaepatula
1.75	RLX	O. glumaepatula
1.39	RLX	O. glumaepatula
0.96	RLX	O. glumaepatula
2.54	RLX	O. glumaepatula
2.01	RLX	O. glumaepatula
2.12	RLX	O. glumaepatula
1.71	RLX	O. glumaepatula
0.88	RLX	O. glumaepatula
0.94	RLX	O. glumaepatula
2.87	RLX	O. glumaepatula
1.8	RLX	O. glumaepatula
2.49	RLX	O. glumaepatula
1.45	RLX	O. glumaepatula
2.51	RLX	O. glumaepatula
2.24	RLX	O. glumaepatula
1.72	RLX	O. glumaepatula
1.04	RLX	O. glumaepatula
1.62	RLX	O. glumaepatula
1.51	RLX	O. glumaepatula
0.83	RLX	O. glumaepatula
1.4	RLX	O. glumaepatula
1.38	RLX	O. glumaepatula
1.36	RLX	O. glumaepatula
1.85	RLX	O. glumaepatula
1.28	RLX	O. glumaepatula
3.06	RLX	O. glumaepatula
4.46	RLX	O. glumaepatula
0.87	RLX	O. glumaepatula
2.96	RLX	O. glumaepatula
3.3	RLX	O. glumaepatula
3.2	RLX	O. glumaepatula
1.69	RLX	O. glumaepatula
2.45	RLX	O. glumaepatula
1.17	RLX	O. glumaepatula
2.57	RLX	O. glumaepatula
2.99	RLX	O. glumaepatula
1.57	RLX	O. glumaepatula
0.25	RLX	O. sativa vg. indica [93-11]
0.51	RLX	O. sativa vg. indica [93-11]
1.3	RLX	O. sativa vg. indica [93-11]
1	RLX	O. sativa vg. indica [93-11]
0.18	RLX	O. sativa vg. indica [93-11]
1.85	RLX	O. sativa vg. indica [93-11]
1.49	RLX	O. sativa vg. indica [93-11]
1.71	RLX	O. sativa vg. indica [93-11]
1.34	RLX	O. sativa vg. indica [93-11]
0.87	RLX	O. sativa vg. indica [93-11]
1.74	RLX	O. sativa vg. indica [93-11]
1.12	RLX	O. sativa vg. indica [93-11]
2.32	RLX	O. sativa vg. indica [93-11]
0.08	RLX	O. sativa vg. indica [93-11]
0.56	RLX	O. sativa vg. indica [93-11]
0.67	RLX	O. sativa vg. indica [93-11]
0	RLX	O. sativa vg. indica [93-11]
2.31	RLX	O. sativa vg. indica [93-11]
0.14	RLX	O. sativa vg. indica [93-11]
1.88	RLX	O. sativa vg. indica [93-11]
1.47	RLX	O. sativa vg. indica [93-11]
2.09	RLX	O. sativa vg. indica [93-11]
1.89	RLX	O. sativa vg. indica [93-11]
0.82	RLX	O. sativa vg. indica [93-11]
1.33	RLX	O. sativa vg. indica [93-11]
0.67	RLX	O. sativa vg. indica [93-11]
0.57	RLX	O. sativa vg. indica [93-11]
1.59	RLX	O. sativa vg. indica [93-11]
0.28	RLX	O. sativa vg. indica [93-11]
0	RLX	O. sativa vg. indica [93-11]
