Insertion_age	Family	Specie
0.47	RLC	O. barthii
1.27	RLC	O. barthii
1.61	RLC	O. barthii
1.68	RLC	O. barthii
0.15	RLC	O. barthii
0.54	RLC	O. barthii
0.71	RLC	O. barthii
0.53	RLC	O. barthii
0.66	RLC	O. barthii
0	RLC	O. barthii
0.99	RLC	O. barthii
2.05	RLC	O. barthii
0.86	RLC	O. barthii
2.56	RLC	O. barthii
0.33	RLC	O. barthii
2.22	RLC	O. barthii
1.92	RLC	O. barthii
0.79	RLC	O. barthii
1.5	RLC	O. barthii
2.09	RLC	O. barthii
1.48	RLC	O. barthii
1.18	RLC	O. barthii
2.46	RLC	O. barthii
0.73	RLC	O. barthii
1.52	RLC	O. barthii
1.97	RLC	O. barthii
1.62	RLC	O. barthii
1.33	RLC	O. barthii
0.89	RLC	O. barthii
1.64	RLC	O. barthii
1.27	RLC	O. barthii
0.99	RLC	O. barthii
0	RLC	O. barthii
0.94	RLC	O. barthii
0.69	RLC	O. barthii
1.09	RLC	O. barthii
1.11	RLC	O. barthii
1.35	RLC	O. barthii
0.61	RLC	O. barthii
1.2	RLC	O. barthii
1.96	RLC	O. barthii
0.51	RLC	O. barthii
0.29	RLC	O. barthii
0.31	RLC	O. barthii
0.8	RLC	O. barthii
0	RLC	O. barthii
0.41	RLC	O. barthii
0.44	RLC	O. barthii
0.45	RLC	O. barthii
1.21	RLC	O. barthii
1.56	RLC	O. barthii
1.79	RLC	O. barthii
2.35	RLC	O. barthii
1.03	RLC	O. barthii
1.27	RLC	O. barthii
0	RLC	O. barthii
1.68	RLC	O. barthii
0	RLC	O. barthii
1.88	RLC	O. barthii
2.24	RLC	O. barthii
1.4	RLC	O. barthii
0.52	RLC	O. barthii
0.26	RLC	O. barthii
0.75	RLC	O. barthii
1.06	RLC	O. barthii
0.87	RLC	O. barthii
1.22	RLC	O. barthii
0.25	RLC	O. barthii
2.91	RLC	O. barthii
1.16	RLC	O. barthii
1.6	RLC	O. barthii
0.36	RLC	O. barthii
0	RLC	O. barthii
1.28	RLC	O. barthii
0.17	RLC	O. barthii
2.06	RLC	O. barthii
2.14	RLC	O. barthii
0	RLC	O. barthii
1.57	RLC	O. barthii
1.59	RLC	O. barthii
2.74	RLC	O. barthii
2.08	RLC	O. barthii
1.38	RLC	O. barthii
1.36	RLC	O. barthii
1.38	RLC	O. barthii
1.19	RLC	O. barthii
2.03	RLC	O. barthii
1.99	RLC	O. barthii
1.67	RLC	O. barthii
2.15	RLC	O. barthii
0.98	RLC	O. barthii
2.09	RLC	O. barthii
2.09	RLC	O. barthii
1.31	RLC	O. barthii
1.6	RLC	O. barthii
0.84	RLC	O. barthii
0	RLC	O. barthii
0.82	RLC	O. barthii
0.15	RLC	O. barthii
0.41	RLC	O. barthii
2.42	RLC	O. barthii
1.29	RLC	O. barthii
1.61	RLC	O. barthii
2.5	RLC	O. barthii
2.92	RLC	O. barthii
0.18	RLC	O. barthii
1.05	RLC	O. barthii
0.56	RLC	O. barthii
1.72	RLC	O. barthii
0.16	RLC	O. barthii
1.64	RLC	O. barthii
1.44	RLC	O. barthii
1.23	RLC	O. barthii
1.48	RLC	O. barthii
1.19	RLC	O. barthii
0.93	RLC	O. barthii
1.53	RLC	O. barthii
1.35	RLC	O. barthii
1.64	RLC	O. barthii
1.63	RLC	O. barthii
0.37	RLC	O. barthii
2.87	RLC	O. barthii
1.28	RLC	O. barthii
2.06	RLC	O. barthii
1.35	RLC	O. barthii
1.13	RLC	O. barthii
2.24	RLC	O. barthii
1.07	RLC	O. barthii
2.65	RLC	O. barthii
1.5	RLC	O. barthii
0.65	RLC	O. barthii
0.98	RLC	O. barthii
1.65	RLC	O. barthii
2.39	RLC	O. barthii
0	RLC	O. barthii
1.06	RLC	O. barthii
1.7	RLC	O. barthii
0.27	RLC	O. barthii
0.88	RLC	O. barthii
0.87	RLC	O. barthii
1.23	RLC	O. barthii
0.6	RLC	O. barthii
1.68	RLC	O. barthii
0.89	RLC	O. barthii
0.81	RLC	O. barthii
0.79	RLC	O. barthii
1.19	RLC	O. barthii
0.43	RLC	O. barthii
1.57	RLC	O. barthii
0.33	RLC	O. barthii
0.3	RLC	O. barthii
0.92	RLC	O. barthii
1.11	RLC	O. barthii
0.83	RLC	O. barthii
1.89	RLC	O. barthii
0	RLC	O. barthii
1.54	RLC	O. barthii
2.48	RLC	O. barthii
2.04	RLC	O. barthii
1.48	RLC	O. barthii
0.52	RLC	O. barthii
0.92	RLC	O. barthii
1.07	RLC	O. barthii
1.08	RLC	O. barthii
0.19	RLC	O. barthii
1.44	RLC	O. barthii
0.99	RLC	O. barthii
0.07	RLC	O. barthii
2.32	RLC	O. barthii
1.27	RLC	O. barthii
0	RLC	O. barthii
0.72	RLC	O. barthii
0.34	RLC	O. barthii
3.39	RLC	O. brachyantha
0.44	RLC	O. brachyantha
2.72	RLC	O. brachyantha
1.32	RLC	O. brachyantha
2.04	RLC	O. brachyantha
2.42	RLC	O. brachyantha
3.58	RLC	O. brachyantha
1.32	RLC	O. brachyantha
2.65	RLC	O. brachyantha
2.14	RLC	O. brachyantha
2.59	RLC	O. brachyantha
3.07	RLC	O. brachyantha
2.57	RLC	O. brachyantha
2.01	RLC	O. brachyantha
2.55	RLC	O. brachyantha
2.34	RLC	O. brachyantha
2.59	RLC	O. brachyantha
1.54	RLC	O. brachyantha
1.07	RLC	O. brachyantha
1.42	RLC	O. brachyantha
2.27	RLC	O. brachyantha
3.08	RLC	O. brachyantha
2.1	RLC	O. brachyantha
1.91	RLC	O. brachyantha
2.32	RLC	O. brachyantha
2.24	RLC	O. brachyantha
3.44	RLC	O. brachyantha
2.01	RLC	O. brachyantha
1.98	RLC	O. brachyantha
1.89	RLC	O. brachyantha
1.04	RLC	O. brachyantha
2.57	RLC	O. brachyantha
1.28	RLC	O. brachyantha
1.91	RLC	O. brachyantha
4.11	RLC	O. brachyantha
1.38	RLC	O. brachyantha
1.2	RLC	O. brachyantha
2.39	RLC	O. brachyantha
0.38	RLC	O. brachyantha
1.49	RLC	O. brachyantha
2.19	RLC	O. brachyantha
2.19	RLC	O. brachyantha
1.3	RLC	O. brachyantha
1.34	RLC	O. brachyantha
2.62	RLC	O. brachyantha
1.66	RLC	O. brachyantha
1.99	RLC	O. brachyantha
2.04	RLC	O. brachyantha
2.11	RLC	O. brachyantha
1.63	RLC	O. brachyantha
1.07	RLC	O. brachyantha
3	RLC	O. brachyantha
1.06	RLC	O. brachyantha
1.1	RLC	O. brachyantha
2.82	RLC	O. brachyantha
2.49	RLC	O. brachyantha
3.09	RLC	O. brachyantha
2.36	RLC	O. brachyantha
2.47	RLC	O. brachyantha
1.9	RLC	O. brachyantha
1.92	RLC	O. brachyantha
2.18	RLC	O. brachyantha
2.41	RLC	O. brachyantha
1.3	RLC	O. brachyantha
0.93	RLC	O. brachyantha
1.97	RLC	O. brachyantha
0.74	RLC	O. brachyantha
3.76	RLC	O. brachyantha
0.75	RLC	O. brachyantha
1.07	RLC	O. brachyantha
2.15	RLC	O. brachyantha
2.45	RLC	O. brachyantha
0.72	RLC	O. brachyantha
1.11	RLC	O. brachyantha
2.69	RLC	O. brachyantha
2.51	RLC	O. brachyantha
0.98	RLC	O. brachyantha
2.18	RLC	O. brachyantha
3.45	RLC	O. brachyantha
1.98	RLC	O. brachyantha
2.25	RLC	O. brachyantha
3.19	RLC	O. brachyantha
1.67	RLC	O. brachyantha
0.25	RLC	O. brachyantha
0.15	RLC	O. brachyantha
0.09	RLC	O. brachyantha
1.63	RLC	O. brachyantha
2.58	RLC	O. brachyantha
1.58	RLC	O. brachyantha
1.91	RLC	O. brachyantha
0.52	RLC	O. brachyantha
1.59	RLC	O. brachyantha
1.89	RLC	O. brachyantha
1.15	RLC	O. brachyantha
2.59	RLC	O. brachyantha
1.87	RLC	O. brachyantha
1.53	RLC	O. brachyantha
2.84	RLC	O. brachyantha
2.05	RLC	O. brachyantha
0.86	RLC	O. brachyantha
0.27	RLC	O. brachyantha
0.89	RLC	O. brachyantha
1.69	RLC	O. brachyantha
2.72	RLC	O. brachyantha
1.87	RLC	O. brachyantha
1.84	RLC	O. brachyantha
0.8	RLC	O. brachyantha
2.76	RLC	O. brachyantha
2.12	RLC	O. brachyantha
1.52	RLC	O. brachyantha
1.2	RLC	O. brachyantha
2.4	RLC	O. brachyantha
2.79	RLC	O. brachyantha
2.02	RLC	O. brachyantha
2.68	RLC	O. brachyantha
2.75	RLC	O. brachyantha
1.38	RLC	O. brachyantha
1.34	RLC	O. brachyantha
2.1	RLC	O. brachyantha
1.25	RLC	O. brachyantha
1.59	RLC	O. brachyantha
0.33	RLC	O. brachyantha
1.17	RLC	O. brachyantha
1.29	RLC	O. brachyantha
2.19	RLC	O. brachyantha
1.59	RLC	O. brachyantha
2.01	RLC	O. brachyantha
1.17	RLC	O. brachyantha
0.81	RLC	O. brachyantha
1.27	RLC	O. brachyantha
1.01	RLC	O. brachyantha
0.55	RLC	O. brachyantha
4.05	RLC	O. brachyantha
0.32	RLC	O. brachyantha
1.32	RLC	O. brachyantha
1.12	RLC	O. brachyantha
1.28	RLC	O. brachyantha
2.04	RLC	O. brachyantha
2.14	RLC	O. brachyantha
2.32	RLC	O. brachyantha
1.53	RLC	O. brachyantha
0.55	RLC	O. brachyantha
1.22	RLC	O. brachyantha
2.29	RLC	O. brachyantha
1.03	RLC	O. brachyantha
2.95	RLC	O. brachyantha
0.96	RLC	O. brachyantha
0.92	RLC	O. brachyantha
2.45	RLC	O. brachyantha
0.93	RLC	O. brachyantha
3.5	RLC	O. brachyantha
0	RLC	O. brachyantha
0.89	RLC	O. brachyantha
1.61	RLC	O. brachyantha
1.65	RLC	O. brachyantha
0	RLC	O. brachyantha
2.56	RLC	O. brachyantha
0	RLC	O. brachyantha
1.26	RLC	O. brachyantha
1.88	RLC	O. brachyantha
1.32	RLC	O. brachyantha
2.15	RLC	O. brachyantha
1.36	RLC	O. brachyantha
1.5	RLC	O. brachyantha
1.45	RLC	O. brachyantha
0.9	RLC	O. brachyantha
0.08	RLC	O. brachyantha
0.16	RLC	O. brachyantha
1.92	RLC	O. brachyantha
1.33	RLC	O. brachyantha
2.21	RLC	O. brachyantha
0.92	RLC	O. brachyantha
2.94	RLC	O. brachyantha
1.58	RLC	O. brachyantha
2.55	RLC	O. brachyantha
1.66	RLC	O. brachyantha
1.2	RLC	O. brachyantha
1.89	RLC	O. brachyantha
0	RLC	O. brachyantha
1.58	RLC	O. brachyantha
0.82	RLC	O. brachyantha
1.29	RLC	O. brachyantha
0.92	RLC	O. brachyantha
0.37	RLC	O. brachyantha
0.86	RLC	O. brachyantha
0.94	RLC	O. brachyantha
0.68	RLC	O. brachyantha
0.18	RLC	O. brachyantha
0.86	RLC	O. brachyantha
1.3	RLC	O. glaberrima
1.38	RLC	O. glaberrima
0.74	RLC	O. glaberrima
1.96	RLC	O. glaberrima
0.93	RLC	O. glaberrima
0.65	RLC	O. glaberrima
2.33	RLC	O. glaberrima
1.95	RLC	O. glaberrima
0.9	RLC	O. glaberrima
2.2	RLC	O. glaberrima
2.21	RLC	O. glaberrima
0.79	RLC	O. glaberrima
0.61	RLC	O. glaberrima
1.44	RLC	O. glaberrima
2.07	RLC	O. glaberrima
1.56	RLC	O. glaberrima
0.42	RLC	O. glaberrima
2	RLC	O. glaberrima
2.07	RLC	O. glaberrima
1.73	RLC	O. glaberrima
1.14	RLC	O. glaberrima
2.07	RLC	O. glaberrima
1.35	RLC	O. glaberrima
2.36	RLC	O. glaberrima
2.23	RLC	O. glaberrima
2.3	RLC	O. glaberrima
2.54	RLC	O. glaberrima
0.66	RLC	O. glaberrima
1.78	RLC	O. glaberrima
2.08	RLC	O. glaberrima
1.57	RLC	O. glaberrima
0.32	RLC	O. glaberrima
1.7	RLC	O. glaberrima
1.78	RLC	O. glaberrima
1.15	RLC	O. glaberrima
0.5	RLC	O. glaberrima
0.69	RLC	O. glaberrima
0.85	RLC	O. glaberrima
2.4	RLC	O. glaberrima
1.37	RLC	O. glaberrima
1.54	RLC	O. glaberrima
2	RLC	O. glaberrima
0.62	RLC	O. glaberrima
2.1	RLC	O. glaberrima
3.97	RLC	O. glaberrima
1.49	RLC	O. glaberrima
1.79	RLC	O. glaberrima
1.72	RLC	O. glaberrima
2.42	RLC	O. glaberrima
1.78	RLC	O. glaberrima
0.99	RLC	O. glaberrima
1.17	RLC	O. glaberrima
1.21	RLC	O. glaberrima
0.61	RLC	O. glaberrima
1.32	RLC	O. glaberrima
1.05	RLC	O. glaberrima
0.64	RLC	O. glaberrima
0.21	RLC	O. glaberrima
0.39	RLC	O. glaberrima
0.83	RLC	O. glaberrima
1.65	RLC	O. glaberrima
0.51	RLC	O. glaberrima
1.18	RLC	O. glaberrima
1.68	RLC	O. glaberrima
1.41	RLC	O. glaberrima
1.31	RLC	O. glaberrima
2.27	RLC	O. glaberrima
0.54	RLC	O. glaberrima
1.63	RLC	O. glaberrima
1.24	RLC	O. glaberrima
1.24	RLC	O. glaberrima
1.76	RLC	O. glaberrima
1.27	RLC	O. glaberrima
1.37	RLC	O. glaberrima
1.86	RLC	O. glaberrima
1.92	RLC	O. glaberrima
1.67	RLC	O. glaberrima
1.41	RLC	O. glaberrima
0.71	RLC	O. glaberrima
1.66	RLC	O. glaberrima
1.04	RLC	O. glaberrima
2.36	RLC	O. glaberrima
1.37	RLC	O. glaberrima
2.17	RLC	O. glaberrima
1.53	RLC	O. glaberrima
1.45	RLC	O. glaberrima
0.66	RLC	O. glaberrima
1.37	RLC	O. glaberrima
1.08	RLC	O. glaberrima
1.51	RLC	O. glaberrima
2.43	RLC	O. glaberrima
1.59	RLC	O. glaberrima
1.79	RLC	O. glaberrima
1.66	RLC	O. glaberrima
1.02	RLC	O. glaberrima
2	RLC	O. glaberrima
0.86	RLC	O. glaberrima
1.51	RLC	O. glaberrima
0.89	RLC	O. glaberrima
1.28	RLC	O. glaberrima
1.52	RLC	O. glaberrima
0.59	RLC	O. glaberrima
1.48	RLC	O. glaberrima
1.16	RLC	O. glaberrima
1.03	RLC	O. glaberrima
1.48	RLC	O. glaberrima
1.04	RLC	O. glaberrima
2	RLC	O. glaberrima
0.54	RLC	O. glaberrima
1.63	RLC	O. glaberrima
1.92	RLC	O. glaberrima
1.56	RLC	O. glaberrima
1.73	RLC	O. glaberrima
0.71	RLC	O. glaberrima
1.84	RLC	O. glaberrima
1.93	RLC	O. glaberrima
1.03	RLC	O. glaberrima
1.42	RLC	O. glaberrima
2.2	RLC	O. glaberrima
1.99	RLC	O. glaberrima
1.71	RLC	O. glaberrima
1.94	RLC	O. glaberrima
0.85	RLC	O. glaberrima
0.54	RLC	O. glaberrima
0.27	RLC	O. glaberrima
0.14	RLC	O. glaberrima
0.29	RLC	O. glaberrima
0.71	RLC	O. glaberrima
0.36	RLC	O. glaberrima
0.9	RLC	O. glaberrima
1.27	RLC	O. glaberrima
0.99	RLC	O. glaberrima
2.19	RLC	O. glaberrima
2.33	RLC	O. glaberrima
1.96	RLC	O. glaberrima
1.17	RLC	O. glaberrima
1.34	RLC	O. glaberrima
2.16	RLC	O. glaberrima
1.42	RLC	O. glaberrima
2.22	RLC	O. glaberrima
0.56	RLC	O. glaberrima
1.79	RLC	O. glaberrima
2.04	RLC	O. glaberrima
0.67	RLC	O. glaberrima
1.5	RLC	O. glaberrima
1.47	RLC	O. glaberrima
0.52	RLC	O. glaberrima
1.06	RLC	O. glaberrima
0.7	RLC	O. glaberrima
1.46	RLC	O. glaberrima
1.44	RLC	O. glaberrima
1.37	RLC	O. glaberrima
2.3	RLC	O. glaberrima
1.34	RLC	O. glaberrima
1.39	RLC	O. glaberrima
1.17	RLC	O. glaberrima
1.44	RLC	O. glaberrima
1.5	RLC	O. glaberrima
1.33	RLC	O. glaberrima
1.19	RLC	O. glaberrima
1.85	RLC	O. glaberrima
1.24	RLC	O. glaberrima
1.25	RLC	O. glaberrima
1.5	RLC	O. glaberrima
1.91	RLC	O. glaberrima
1.24	RLC	O. glaberrima
0.7	RLC	O. glaberrima
0.87	RLC	O. glaberrima
1.01	RLC	O. glaberrima
0.43	RLC	O. glaberrima
0.94	RLC	O. glaberrima
0.94	RLC	O. glaberrima
0.17	RLC	O. glaberrima
1.5	RLC	O. glaberrima
1.24	RLC	O. glaberrima
1.24	RLC	O. glaberrima
1.96	RLC	O. glaberrima
1.96	RLC	O. glaberrima
0.51	RLC	O. glaberrima
0.29	RLC	O. glaberrima
1.13	RLC	O. glaberrima
0.47	RLC	O. glaberrima
0.4	RLC	O. glaberrima
0	RLC	O. glaberrima
0.6	RLC	O. glaberrima
1.22	RLC	O. glaberrima
1.67	RLC	O. glaberrima
1.47	RLC	O. glaberrima
0.3	RLC	O. glaberrima
1.64	RLC	O. glaberrima
1.8	RLC	O. glaberrima
1.57	RLC	O. glaberrima
0.54	RLC	O. glaberrima
0.84	RLC	O. glaberrima
0.77	RLC	O. glaberrima
0	RLC	O. glaberrima
1.64	RLC	O. glaberrima
1.27	RLC	O. glaberrima
0.91	RLC	O. glaberrima
0	RLC	O. glaberrima
1.18	RLC	O. glaberrima
1.31	RLC	O. glaberrima
1.21	RLC	O. glaberrima
1.33	RLC	O. glaberrima
2.24	RLC	O. glaberrima
1.27	RLC	O. glaberrima
0.55	RLC	O. glaberrima
1.73	RLC	O. glaberrima
0.56	RLC	O. glaberrima
0.68	RLC	O. glaberrima
0.2	RLC	O. glaberrima
0.69	RLC	O. glaberrima
0.1	RLC	O. glaberrima
0	RLC	O. glaberrima
0.83	RLC	O. glaberrima
0.14	RLC	O. glaberrima
0	RLC	O. glaberrima
0	RLC	O. glaberrima
0.83	RLC	O. glaberrima
1.9	RLC	O. glaberrima
0.53	RLC	O. glaberrima
0.52	RLC	O. glaberrima
0.71	RLC	O. glaberrima
0.69	RLC	O. glaberrima
0.25	RLC	O. glaberrima
1.46	RLC	O. glaberrima
0.34	RLC	O. glaberrima
0.34	RLC	O. glaberrima
0.37	RLC	O. glaberrima
0.18	RLC	O. glaberrima
0.55	RLC	O. glaberrima
0.75	RLC	O. glaberrima
0.17	RLC	O. glaberrima
2.11	RLC	O. glaberrima
1.9	RLC	O. glaberrima
1.9	RLC	O. glaberrima
1.07	RLC	O. glaberrima
1.6	RLC	O. glaberrima
0.94	RLC	O. glaberrima
0.44	RLC	O. glaberrima
1.19	RLC	O. glaberrima
1.32	RLC	O. glaberrima
0.83	RLC	O. glaberrima
0.86	RLC	O. glaberrima
0.78	RLC	O. glaberrima
0.6	RLC	O. glaberrima
1.72	RLC	O. glaberrima
1.71	RLC	O. glaberrima
2.38	RLC	O. glaberrima
1.6	RLC	O. glaberrima
1.16	RLC	O. glaberrima
1.6	RLC	O. glaberrima
0.77	RLC	O. glaberrima
1.55	RLC	O. glaberrima
1.46	RLC	O. glaberrima
0.38	RLC	O. glaberrima
0.93	RLC	O. glaberrima
1.54	RLC	O. glaberrima
1.99	RLC	O. glaberrima
1.86	RLC	O. glaberrima
2.84	RLC	O. glaberrima
0.92	RLC	O. glaberrima
1.39	RLC	O. glaberrima
1.51	RLC	O. glaberrima
0.37	RLC	O. glaberrima
0.89	RLC	O. glaberrima
1.5	RLC	O. glaberrima
0.85	RLC	O. glaberrima
1.37	RLC	O. glaberrima
0.8	RLC	O. glaberrima
1.34	RLC	O. glaberrima
0.94	RLC	O. glaberrima
1.11	RLC	O. glaberrima
1.43	RLC	O. glaberrima
0.89	RLC	O. glaberrima
1.11	RLC	O. glaberrima
0.81	RLC	O. glaberrima
1.15	RLC	O. glaberrima
